product_id,product_name,category,brand,unit_cost,unit_price,supplier_id,lead_time_days,reorder_point,safety_stock,created_at
PRD06175,Brownie 750ml,Bakery,FamilyChoice,139.05,181.42,SUP0610,8,34,10,2025-07-10
PRD06176,Popcorn 750ml,Snacks,HappyHome,99.9,133.64,SUP0983,5,255,55,2023-09-19
PRD06177,Kitchen Towels 750ml,Household,HappyHome,263.32,318.11,SUP0017,26,253,69,2025-12-11
PRD06178,Nachos 100g,Snacks,SuperFresh,328.1,381.31,SUP0763,26,211,29,2022-05-11
PRD06179,Coffee Box,Beverages,FreshMart,460.74,681.37,SUP0025,2,69,30,2023-12-02
PRD06180,Bread Pack,Bakery,GoldenHarvest,154.0,213.69,SUP0648,27,125,57,2021-07-25
PRD06181,Frozen Peas Box,Frozen Foods,NaturePlus,424.01,569.63,SUP0130,14,188,10,2022-04-15
PRD06182,Orange 200g,Fruits & Vegetables,HealthySelect,475.21,675.66,SUP0964,27,217,18,2024-07-11
PRD06183,Deodorant 500g,Personal Care,NaturePlus,172.57,239.87,SUP0546,7,74,12,2025-10-11
PRD06184,Cleaning Wipes 500ml,Cleaning Supplies,FamilyChoice,416.27,597.04,SUP0980,16,219,55,2021-09-24
PRD06185,Instant Noodles 1L,Packaged Foods,NaturePlus,280.3,381.8,SUP0147,7,204,84,2025-12-19
PRD06186,Bread 500g,Bakery,FreshMart,354.47,430.6,SUP0731,15,57,25,2025-10-19
PRD06187,Orange Juice 750ml,Beverages,NaturePlus,371.93,582.02,SUP0330,24,231,17,2022-06-03
PRD06188,Frozen Dessert 500ml,Frozen Foods,GreenHarvest,382.86,518.75,SUP0742,5,179,39,2025-03-19
PRD06189,Cake 100g,Bakery,ValuePlus,237.63,367.99,SUP0996,26,233,90,2025-09-18
PRD06190,Soft Drink 1kg,Beverages,PureHarvest,24.37,28.62,SUP0380,29,95,65,2025-06-19
PRD06191,Storage Box 250g,Household,PureLife,404.28,494.57,SUP0619,11,25,71,2021-01-13
PRD06192,Cookies Pack,Snacks,PureHarvest,239.98,316.57,SUP0297,29,115,95,2021-09-18
PRD06193,Face Wash 750ml,Personal Care,SmartChoice,446.25,692.08,SUP0766,5,102,34,2025-05-10
PRD06194,Salt Pack,Packaged Foods,HomeEssentials,215.37,255.36,SUP0359,6,74,30,2025-09-26
PRD06195,Breakfast Cereal 100g,Packaged Foods,HomeEssentials,416.22,643.77,SUP0596,28,48,90,2022-07-17
PRD06196,Mango 200g,Fruits & Vegetables,PureHarvest,192.3,282.5,SUP0194,18,60,73,2023-05-04
PRD06197,Bread 200g,Bakery,SmartChoice,362.53,436.12,SUP0691,7,132,58,2022-05-23
PRD06198,Oats 250ml,Packaged Foods,QuickBite,487.93,605.87,SUP0684,25,70,96,2024-03-22
PRD06199,Frozen Corn Box,Frozen Foods,ValuePlus,373.35,491.3,SUP0356,11,123,36,2022-04-25
PRD06200,Trash Bags 1kg,Household,HomeEssentials,121.89,174.13,SUP0355,16,168,48,2023-11-25
PRD06201,Greek Yogurt 1L,Dairy,HealthySelect,153.7,179.45,SUP0240,4,236,70,2021-08-26
PRD06202,Frozen Peas 750g,Frozen Foods,HappyHome,498.88,595.09,SUP0150,24,68,34,2025-07-09
PRD06203,Bread 250ml,Bakery,PrimeFoods,51.58,72.45,SUP0510,6,155,33,2021-02-14
PRD06204,Peanuts 1L,Snacks,HealthySelect,236.67,361.19,SUP0579,22,148,82,2024-02-16
PRD06205,Orange Juice 100g,Beverages,QuickBite,176.45,217.06,SUP0782,4,227,55,2021-08-21
PRD06206,Onion 200g,Fruits & Vegetables,HappyHome,287.36,354.34,SUP0351,4,159,54,2024-05-24
PRD06207,Pretzels Box,Snacks,FreshMart,150.33,201.75,SUP0869,28,188,73,2025-12-12
PRD06208,Frozen Dessert 1L,Frozen Foods,HomeEssentials,398.78,590.19,SUP0002,12,202,53,2021-03-23
PRD06209,Bread 750ml,Bakery,PureHarvest,395.76,462.28,SUP0192,11,157,75,2022-11-24
PRD06210,Lemonade 750g,Beverages,HealthySelect,344.43,550.06,SUP0192,23,38,58,2022-03-19
PRD06211,Hair Oil 750ml,Personal Care,HomeEssentials,419.5,484.4,SUP0784,14,31,55,2024-12-26
PRD06212,Protein Bar 750g,Snacks,HappyHome,290.25,349.58,SUP0182,17,229,23,2022-04-20
PRD06213,Frozen Fries 500g,Frozen Foods,ValuePlus,323.84,395.3,SUP0131,30,213,16,2021-12-25
PRD06214,Tissue Paper 750ml,Household,PureLife,132.85,177.88,SUP0345,19,250,76,2022-11-01
PRD06215,Frozen Fish 1L,Frozen Foods,SuperFresh,217.33,268.31,SUP0793,28,246,8,2023-01-23
PRD06216,Frozen Dessert 750ml,Frozen Foods,SuperFresh,394.63,534.51,SUP0981,10,133,28,2025-08-27
PRD06217,Salt 500g,Packaged Foods,HealthySelect,116.84,143.84,SUP0822,16,200,98,2022-02-22
PRD06218,Frozen Nuggets 750ml,Frozen Foods,HealthySelect,170.18,261.4,SUP0556,25,144,5,2021-12-26
PRD06219,Nachos 1kg,Snacks,FreshMart,124.39,174.89,SUP0495,29,169,41,2022-10-19
PRD06220,Floor Cleaner Box,Cleaning Supplies,PremiumSelect,32.02,49.11,SUP0606,7,267,97,2023-07-15
PRD06221,Protein Bar 750ml,Snacks,PremiumSelect,392.76,564.69,SUP0719,8,246,35,2025-10-14
PRD06222,Frozen Vegetables 250ml,Frozen Foods,HomeEssentials,381.78,516.26,SUP0191,3,280,33,2021-08-06
PRD06223,Hand Wash Box,Personal Care,MegaStore,411.94,627.82,SUP0648,27,240,6,2024-07-05
PRD06224,Orange 200g,Fruits & Vegetables,FamilyChoice,161.2,229.57,SUP0297,13,228,67,2021-10-17
PRD06225,Body Lotion 250g,Personal Care,SmartChoice,469.07,689.68,SUP0164,30,45,29,2024-08-23
PRD06226,Yogurt 250g,Dairy,SmartChoice,326.9,518.04,SUP0473,2,168,74,2023-03-26
PRD06227,Muffin 200g,Bakery,QuickBite,278.78,444.08,SUP0079,6,112,11,2024-03-12
PRD06228,Instant Noodles 250g,Packaged Foods,FamilyChoice,131.81,176.87,SUP0677,12,61,22,2023-08-07
PRD06229,Hair Oil Box,Personal Care,MegaStore,286.33,389.04,SUP0753,18,267,99,2025-09-29
PRD06230,Pastry 250ml,Bakery,HealthySelect,498.74,686.01,SUP0783,30,264,7,2025-01-24
PRD06231,Potato Chips 250ml,Snacks,GoldenHarvest,238.99,307.79,SUP0156,18,111,90,2025-02-11
PRD06232,Sugar 1L,Packaged Foods,GreenHarvest,420.97,514.48,SUP0005,27,223,72,2023-04-26
PRD06233,Oats 750g,Packaged Foods,HappyHome,462.24,732.65,SUP0805,17,150,20,2023-07-04
PRD06234,Pretzels 1L,Snacks,HealthySelect,421.83,596.92,SUP0247,18,147,49,2023-06-20
PRD06235,Cake Box,Bakery,MegaStore,272.97,416.74,SUP0578,29,42,33,2025-06-03
PRD06236,Greek Yogurt 500g,Dairy,SmartChoice,38.57,48.89,SUP0263,6,85,94,2021-07-29
PRD06237,Light Bulb 500g,Household,EcoLiving,481.21,629.96,SUP0904,6,241,78,2025-09-13
PRD06238,Plastic Wrap 500g,Household,SuperFresh,308.97,358.7,SUP0250,22,244,11,2024-08-17
PRD06239,Trash Bags 250ml,Household,HealthySelect,126.55,173.31,SUP0885,17,43,62,2021-04-18
PRD06240,Air Freshener 250g,Household,HomeEssentials,329.76,414.9,SUP0912,16,237,60,2023-02-05
PRD06241,Tissue Paper 500g,Household,ValuePlus,149.87,224.14,SUP0438,23,117,37,2025-01-13
PRD06242,Surface Cleaner 1L,Cleaning Supplies,PremiumSelect,301.53,398.54,SUP0020,16,172,55,2021-03-01
PRD06243,Frozen Nuggets 500g,Frozen Foods,HappyHome,100.25,126.54,SUP0223,14,275,50,2025-01-19
PRD06244,Disinfectant Spray 200g,Cleaning Supplies,HomeEssentials,422.7,557.71,SUP0516,25,79,5,2023-07-27
PRD06245,Apple 200g,Fruits & Vegetables,QuickBite,225.42,326.15,SUP0491,7,134,19,2022-03-24
PRD06246,Nachos Pack,Snacks,PremiumSelect,288.27,440.04,SUP0537,30,179,46,2021-05-02
PRD06247,Tissue Paper 1kg,Household,GoldenHarvest,89.96,142.53,SUP0607,16,254,61,2021-02-03
PRD06248,Instant Noodles 1L,Packaged Foods,FamilyChoice,398.07,514.16,SUP0431,18,268,6,2021-05-15
PRD06249,Trail Mix 200g,Snacks,NaturePlus,206.76,288.16,SUP0985,10,279,85,2025-07-01
PRD06250,Flour Box,Packaged Foods,SmartChoice,158.27,248.02,SUP0097,29,122,71,2022-04-21
PRD06251,Sugar Pack,Packaged Foods,NaturePlus,146.3,173.88,SUP0338,17,198,49,2022-12-24
PRD06252,Brownie 1kg,Bakery,HealthySelect,214.59,338.12,SUP0425,19,65,46,2024-07-29
PRD06253,Disinfectant Spray 500g,Cleaning Supplies,NaturePlus,149.88,234.22,SUP0509,10,210,67,2024-12-25
PRD06254,Hand Wash 250g,Personal Care,UrbanFresh,113.7,141.45,SUP0095,19,259,78,2025-02-14
PRD06255,Brownie 1L,Bakery,QuickBite,276.95,398.21,SUP0274,28,70,72,2023-03-14
PRD06256,Frozen Pizza 250ml,Frozen Foods,HealthySelect,386.49,542.97,SUP0116,24,202,12,2022-12-21
PRD06257,Deodorant Box,Personal Care,GreenHarvest,263.64,387.65,SUP0053,22,197,77,2025-05-23
PRD06258,Light Bulb Box,Household,ValuePlus,232.61,279.4,SUP0772,12,129,56,2022-11-04
PRD06259,Frozen Fish 750g,Frozen Foods,QuickBite,105.86,129.64,SUP0810,15,107,29,2022-11-07
PRD06260,Donut 750g,Bakery,MegaStore,58.64,80.61,SUP0737,4,55,72,2021-07-28
PRD06261,Flour 750ml,Packaged Foods,FamilyChoice,357.2,522.53,SUP0557,19,21,97,2021-06-08
PRD06262,Frozen Vegetables 500ml,Frozen Foods,QuickBite,275.39,363.76,SUP0193,27,83,89,2021-09-09
PRD06263,Shampoo 250g,Personal Care,QuickBite,267.35,368.33,SUP0891,17,102,75,2021-08-20
PRD06264,Cleaning Wipes Box,Cleaning Supplies,MegaStore,308.35,437.16,SUP0865,26,84,42,2025-04-14
PRD06265,Cream 200g,Dairy,PremiumSelect,198.27,281.61,SUP0093,14,48,78,2021-01-21
PRD06266,Hair Oil 250g,Personal Care,UrbanFresh,465.52,725.34,SUP0760,16,43,80,2021-01-19
PRD06267,Frozen Nuggets Box,Frozen Foods,GoldenHarvest,406.97,647.42,SUP0618,3,261,25,2023-08-10
PRD06268,Orange 1kg,Fruits & Vegetables,EcoLiving,284.46,409.1,SUP0545,7,31,16,2021-07-25
PRD06269,Potato 1kg,Fruits & Vegetables,UrbanFresh,274.27,401.29,SUP0200,21,243,63,2024-01-07
PRD06270,Body Lotion 750ml,Personal Care,ValuePlus,170.5,270.98,SUP0861,27,224,92,2022-06-19
PRD06271,Kitchen Towels 1kg,Household,GoldenHarvest,447.32,701.75,SUP0406,5,125,74,2024-01-02
PRD06272,Soap 250g,Personal Care,EcoLiving,441.57,673.6,SUP0294,17,154,8,2022-04-12
PRD06273,Mineral Water 1L,Beverages,QuickBite,399.75,478.48,SUP0305,14,37,27,2024-09-16
PRD06274,Face Wash 500g,Personal Care,PrimeFoods,297.71,471.82,SUP0189,26,239,62,2021-10-12
PRD06275,Fabric Softener 250ml,Cleaning Supplies,GreenHarvest,32.03,46.17,SUP0727,2,256,60,2024-04-28
PRD06276,Soap 250ml,Personal Care,HomeEssentials,92.81,119.27,SUP0883,14,68,76,2023-05-07
PRD06277,Frozen Dessert 100g,Frozen Foods,PrimeFoods,259.64,369.63,SUP0490,29,168,52,2024-01-04
PRD06278,Pasta 500ml,Packaged Foods,HomeEssentials,491.4,698.54,SUP0995,5,266,90,2023-07-30
PRD06279,Frozen Chicken 100g,Frozen Foods,NaturePlus,79.81,119.95,SUP0679,26,136,51,2023-11-14
PRD06280,Toothpaste Pack,Personal Care,HomeEssentials,191.66,238.92,SUP0165,13,286,14,2021-03-04
PRD06281,Soft Drink 750ml,Beverages,DailyChoice,455.52,634.45,SUP0314,5,211,24,2023-03-22
PRD06282,Soft Drink 750g,Beverages,SmartChoice,453.58,557.62,SUP0140,14,280,90,2021-04-07
PRD06283,Orange Juice Box,Beverages,UrbanFresh,388.48,454.77,SUP0693,6,179,16,2022-05-03
PRD06284,Deodorant 750ml,Personal Care,PrimeFoods,96.76,117.61,SUP0300,28,102,55,2025-07-12
PRD06285,Ice Cream 200g,Dairy,HealthySelect,326.86,460.28,SUP0311,30,137,53,2024-04-24
PRD06286,Paneer 750ml,Dairy,PrimeFoods,412.45,620.92,SUP0995,23,37,6,2024-06-26
PRD06287,Kitchen Towels Pack,Household,GreenHarvest,335.78,416.06,SUP0115,24,84,21,2021-02-09
PRD06288,Crackers 250g,Snacks,PureLife,319.83,458.22,SUP0664,19,160,65,2021-03-25
PRD06289,Potato 250ml,Fruits & Vegetables,EcoLiving,355.13,559.25,SUP0171,25,260,85,2022-05-05
PRD06290,Curd 750g,Dairy,UrbanFresh,119.55,152.8,SUP0507,6,187,20,2025-04-02
PRD06291,Frozen Chicken 750g,Frozen Foods,QuickBite,95.37,150.43,SUP0722,28,177,10,2021-07-27
PRD06292,Toothpaste 100g,Personal Care,PremiumSelect,260.32,391.64,SUP0045,29,125,40,2023-06-28
PRD06293,Black Tea 500ml,Beverages,HomeEssentials,241.41,294.04,SUP0160,17,143,42,2025-02-01
PRD06294,Coffee 1kg,Beverages,HomeEssentials,268.98,324.27,SUP0173,17,137,24,2024-12-05
PRD06295,Bun 250ml,Bakery,DailyChoice,99.37,140.11,SUP0532,26,226,73,2025-03-07
PRD06296,Fabric Softener 200g,Cleaning Supplies,FreshMart,438.68,604.35,SUP0297,25,195,91,2025-01-24
PRD06297,Lemonade 500g,Beverages,GreenHarvest,386.08,540.84,SUP0401,25,213,12,2021-07-23
PRD06298,Cookies 1L,Snacks,PureHarvest,143.62,199.04,SUP0437,22,197,23,2025-03-23
PRD06299,Bleach 500g,Cleaning Supplies,PrimeFoods,54.61,86.56,SUP0705,14,246,64,2021-12-25
PRD06300,Apple Juice 500ml,Beverages,MegaStore,45.86,69.14,SUP0892,19,164,60,2021-04-12
PRD06301,Mango Pack,Fruits & Vegetables,ValuePlus,142.49,188.63,SUP0934,25,69,89,2025-05-14
PRD06302,Potato Chips 1L,Snacks,UrbanFresh,170.8,262.23,SUP0887,16,145,67,2023-08-24
PRD06303,Frozen Fish 250g,Frozen Foods,FamilyChoice,244.02,303.25,SUP0964,9,296,96,2025-01-16
PRD06304,Sugar 500ml,Packaged Foods,PureHarvest,41.09,50.18,SUP0763,10,41,12,2021-12-29
PRD06305,Mango 1kg,Fruits & Vegetables,HealthySelect,299.03,421.61,SUP0715,4,111,6,2023-01-06
PRD06306,Instant Noodles 1L,Packaged Foods,QuickBite,169.03,216.31,SUP0026,6,258,58,2022-06-14
PRD06307,Flavored Milk 250g,Dairy,UrbanFresh,371.35,453.32,SUP0402,3,247,97,2022-11-28
PRD06308,Pretzels 250g,Snacks,GoldenHarvest,37.48,45.19,SUP0632,30,258,14,2021-01-03
PRD06309,Yogurt 750g,Dairy,ValuePlus,90.47,126.34,SUP0139,10,283,26,2023-09-19
PRD06310,Frozen Dessert 1kg,Frozen Foods,DailyChoice,417.62,601.44,SUP0474,27,41,20,2024-12-07
PRD06311,Peanuts 1L,Snacks,FamilyChoice,44.05,62.01,SUP0436,4,37,45,2022-09-03
PRD06312,Bagel 750ml,Bakery,PremiumSelect,86.77,107.8,SUP0915,6,226,12,2024-07-26
PRD06313,Soft Drink 250g,Beverages,FamilyChoice,345.92,502.47,SUP0830,14,237,66,2023-07-15
PRD06314,Milk Shake Box,Beverages,EcoLiving,111.29,148.99,SUP0773,6,139,93,2023-01-30
PRD06315,Energy Drink 1L,Beverages,GoldenHarvest,71.32,106.01,SUP0388,7,135,31,2022-03-16
PRD06316,Muffin 500g,Bakery,GoldenHarvest,72.83,108.97,SUP0176,17,42,13,2025-05-24
PRD06317,Orange 500g,Fruits & Vegetables,MegaStore,130.86,179.41,SUP0709,2,280,62,2022-01-01
PRD06318,Frozen Vegetables 750ml,Frozen Foods,FreshMart,27.37,38.81,SUP0021,28,151,27,2022-11-01
PRD06319,Cream 500ml,Dairy,PureHarvest,467.07,553.47,SUP0770,30,231,73,2025-09-30
PRD06320,Trash Bags 500g,Household,HealthySelect,207.11,308.31,SUP0535,28,198,80,2021-01-11
PRD06321,Croissant 750ml,Bakery,PureLife,439.34,680.16,SUP0586,26,126,52,2023-11-24
PRD06322,Pastry 750g,Bakery,FreshMart,384.02,465.33,SUP0007,28,212,15,2023-10-23
PRD06323,Tissue Paper 500ml,Household,QuickBite,496.2,616.89,SUP0184,14,123,76,2022-09-20
PRD06324,Orange 250g,Fruits & Vegetables,MegaStore,221.47,343.84,SUP0828,20,141,45,2021-08-02
PRD06325,Surface Cleaner 1L,Cleaning Supplies,PrimeFoods,46.67,66.24,SUP0997,22,205,91,2022-07-21
PRD06326,Orange Juice 100g,Beverages,ValuePlus,339.13,398.03,SUP0846,13,161,76,2025-04-25
PRD06327,Toilet Cleaner Box,Cleaning Supplies,GreenHarvest,105.25,122.6,SUP0511,6,121,32,2023-03-25
PRD06328,Butter Pack,Dairy,UrbanFresh,137.85,209.2,SUP0238,24,103,76,2024-07-08
PRD06329,Fabric Softener Box,Cleaning Supplies,UrbanFresh,331.87,385.83,SUP0309,7,36,24,2023-01-04
PRD06330,Energy Drink 100g,Beverages,GoldenHarvest,448.16,646.43,SUP0693,7,67,5,2023-01-01
PRD06331,Disinfectant Spray 250g,Cleaning Supplies,EcoLiving,432.27,606.82,SUP0119,28,259,18,2022-06-14
PRD06332,Cream 100g,Dairy,DailyChoice,282.02,338.12,SUP0275,4,160,33,2024-10-09
PRD06333,Aluminum Foil 750g,Household,HomeEssentials,65.15,92.3,SUP0222,21,291,53,2024-09-28
PRD06334,Chocolate Bar 750g,Snacks,GoldenHarvest,473.52,613.68,SUP0615,23,233,6,2021-03-16
PRD06335,Energy Drink Pack,Beverages,HappyHome,365.17,521.34,SUP0825,23,90,97,2024-10-25
PRD06336,Laundry Detergent 500ml,Cleaning Supplies,HealthySelect,122.04,187.16,SUP0684,13,240,79,2022-05-11
PRD06337,Aluminum Foil 1L,Household,GreenHarvest,370.49,502.66,SUP0578,16,249,60,2023-08-25
PRD06338,Surface Cleaner 750ml,Cleaning Supplies,SmartChoice,137.69,188.44,SUP0477,29,113,24,2022-05-14
PRD06339,Floor Cleaner Pack,Cleaning Supplies,EcoLiving,362.25,549.55,SUP0668,7,284,47,2021-09-22
PRD06340,Coffee 1L,Beverages,PureHarvest,442.23,550.22,SUP0863,25,52,61,2021-05-24
PRD06341,Spices 250g,Packaged Foods,GreenHarvest,211.37,325.81,SUP0324,14,173,37,2022-10-10
PRD06342,Disinfectant Spray 750ml,Cleaning Supplies,EcoLiving,241.63,363.4,SUP0157,22,35,46,2023-05-26
PRD06343,Cleaning Wipes Pack,Cleaning Supplies,ValuePlus,338.96,426.72,SUP0456,22,90,77,2022-02-13
PRD06344,Frozen Dessert 500ml,Frozen Foods,MegaStore,314.85,493.93,SUP0388,17,164,66,2023-04-05
PRD06345,Paper Napkins 250ml,Household,HappyHome,191.74,248.97,SUP0227,9,112,46,2023-04-08
PRD06346,Oats 750g,Packaged Foods,SuperFresh,225.26,273.72,SUP0910,11,213,76,2024-09-06
PRD06347,Plastic Wrap Box,Household,MegaStore,454.68,605.65,SUP0673,19,179,47,2023-07-08
PRD06348,Peanuts 750g,Snacks,EcoLiving,463.33,633.32,SUP0378,28,162,43,2024-03-13
PRD06349,Frozen Vegetables Pack,Frozen Foods,SuperFresh,93.18,125.55,SUP0703,6,63,9,2023-01-22
PRD06350,Spinach 750g,Fruits & Vegetables,NaturePlus,371.92,495.49,SUP0993,11,205,18,2025-09-30
PRD06351,Plastic Wrap 1kg,Household,SuperFresh,339.71,507.17,SUP0090,20,31,61,2022-10-30
PRD06352,Storage Box 200g,Household,SuperFresh,462.13,567.83,SUP0804,9,22,88,2022-04-14
PRD06353,Tissue Paper 750ml,Household,SuperFresh,439.85,568.68,SUP0373,10,114,82,2021-04-21
PRD06354,Muffin 500g,Bakery,UrbanFresh,408.09,503.46,SUP0702,14,143,88,2025-02-15
PRD06355,Trail Mix 1kg,Snacks,HealthySelect,167.64,204.97,SUP0134,27,186,97,2024-10-25
PRD06356,Muffin 100g,Bakery,PremiumSelect,118.75,152.41,SUP0354,19,90,11,2022-04-05
PRD06357,Croissant 250g,Bakery,HomeEssentials,277.87,320.41,SUP0405,22,176,55,2024-11-18
PRD06358,Milk Shake 250g,Beverages,FreshMart,39.84,62.41,SUP0872,6,267,21,2024-06-15
PRD06359,Coffee 750g,Beverages,UrbanFresh,71.43,99.61,SUP0782,4,68,77,2025-05-08
PRD06360,Apple Juice 500ml,Beverages,DailyChoice,434.12,542.25,SUP0047,19,168,9,2024-10-18
PRD06361,Carrot 500ml,Fruits & Vegetables,PureHarvest,44.64,62.26,SUP0383,25,252,86,2025-08-25
PRD06362,Greek Yogurt 1kg,Dairy,DailyChoice,470.65,723.58,SUP0241,12,183,41,2024-07-01
PRD06363,Bleach 1L,Cleaning Supplies,PrimeFoods,250.29,381.13,SUP0953,9,103,72,2021-10-06
PRD06364,Potato 200g,Fruits & Vegetables,EcoLiving,113.82,173.37,SUP0137,12,124,13,2023-06-02
PRD06365,Cream 1L,Dairy,FamilyChoice,497.89,619.81,SUP0432,21,100,60,2021-09-24
PRD06366,Spinach 100g,Fruits & Vegetables,GoldenHarvest,131.78,174.84,SUP0686,20,148,13,2021-04-29
PRD06367,Yogurt 750g,Dairy,EcoLiving,255.96,306.69,SUP0404,4,280,70,2025-06-24
PRD06368,Soup Mix 500g,Packaged Foods,UrbanFresh,347.47,512.28,SUP0007,10,120,91,2022-07-22
PRD06369,Spinach 250ml,Fruits & Vegetables,HappyHome,61.92,87.96,SUP0248,11,254,97,2022-04-09
PRD06370,Chocolate Bar 750ml,Snacks,UrbanFresh,473.85,671.06,SUP0813,9,223,13,2025-04-08
PRD06371,Shampoo 1kg,Personal Care,UrbanFresh,162.78,194.57,SUP0197,30,142,22,2022-11-22
PRD06372,Paneer 200g,Dairy,ValuePlus,105.58,143.08,SUP0026,10,180,45,2021-02-27
PRD06373,Black Tea 200g,Beverages,GreenHarvest,28.02,36.19,SUP0765,10,234,49,2024-08-29
PRD06374,Trash Bags 100g,Household,DailyChoice,35.74,50.04,SUP0247,22,198,14,2021-12-21
PRD06375,Green Tea 750ml,Beverages,ValuePlus,421.54,670.14,SUP0644,9,125,43,2025-08-09
PRD06376,Body Lotion Box,Personal Care,UrbanFresh,56.3,68.12,SUP0121,12,126,61,2021-06-27
PRD06377,Shampoo 100g,Personal Care,FamilyChoice,258.59,407.57,SUP0755,2,118,52,2021-02-28
PRD06378,Trash Bags 1L,Household,EcoLiving,142.7,225.89,SUP0242,15,253,75,2021-03-08
PRD06379,Frozen Dessert 1L,Frozen Foods,FreshMart,346.41,431.01,SUP0480,4,218,11,2023-06-03
PRD06380,Potato Pack,Fruits & Vegetables,NaturePlus,206.7,295.72,SUP0554,11,233,57,2025-12-26
PRD06381,Frozen Burger Patty 750ml,Frozen Foods,GreenHarvest,95.53,143.79,SUP0922,26,214,37,2023-04-22
PRD06382,Trash Bags 750g,Household,FamilyChoice,314.68,395.08,SUP0559,20,282,53,2023-02-21
PRD06383,Spinach 250g,Fruits & Vegetables,HappyHome,235.91,309.31,SUP0653,6,261,56,2022-11-25
PRD06384,Peanuts 500g,Snacks,ValuePlus,71.53,103.06,SUP0428,29,124,89,2025-04-02
PRD06385,Lemonade 100g,Beverages,PureLife,47.48,74.55,SUP0950,19,158,98,2023-10-03
PRD06386,Hand Wash 750ml,Personal Care,FamilyChoice,212.6,263.07,SUP0300,10,167,58,2024-04-15
PRD06387,Cleaning Wipes 250ml,Cleaning Supplies,PremiumSelect,21.17,27.0,SUP0556,12,290,94,2021-09-08
PRD06388,Paneer 750g,Dairy,PrimeFoods,138.68,190.6,SUP0634,17,154,72,2021-12-26
PRD06389,Frozen Corn Box,Frozen Foods,QuickBite,445.13,705.11,SUP0349,23,106,38,2023-01-21
PRD06390,Trail Mix 250g,Snacks,FamilyChoice,349.44,536.73,SUP0351,12,219,42,2023-05-05
PRD06391,Soap Box,Personal Care,MegaStore,495.43,660.09,SUP0163,19,139,29,2023-09-05
PRD06392,Greek Yogurt Box,Dairy,QuickBite,299.51,449.41,SUP0365,27,104,67,2024-05-10
PRD06393,Croissant 250ml,Bakery,FreshMart,175.74,238.15,SUP0705,21,263,35,2022-05-11
PRD06394,Surface Cleaner 100g,Cleaning Supplies,HomeEssentials,91.11,113.86,SUP0278,17,28,41,2024-07-24
PRD06395,Frozen Vegetables 750ml,Frozen Foods,DailyChoice,161.32,222.72,SUP0240,30,293,86,2025-06-16
PRD06396,Croissant 750g,Bakery,HomeEssentials,251.2,340.74,SUP0640,30,174,21,2025-11-13
PRD06397,Peanuts 1L,Snacks,PureLife,74.89,116.79,SUP0160,28,241,61,2022-10-02
PRD06398,Toilet Cleaner 1kg,Cleaning Supplies,NaturePlus,269.96,365.05,SUP0967,5,58,92,2024-05-03
PRD06399,Carrot Box,Fruits & Vegetables,MegaStore,408.59,487.71,SUP0226,21,111,64,2024-03-13
PRD06400,Disinfectant Spray 750g,Cleaning Supplies,ValuePlus,215.95,298.88,SUP0452,25,117,65,2021-07-16
PRD06401,Toilet Cleaner 250g,Cleaning Supplies,MegaStore,198.19,245.15,SUP0298,25,108,51,2022-11-23
PRD06402,Bread 1kg,Bakery,FreshMart,427.86,577.05,SUP0990,8,142,44,2024-11-30
PRD06403,Frozen Burger Patty 1kg,Frozen Foods,PureHarvest,337.51,535.15,SUP0359,9,180,68,2021-01-24
PRD06404,Paper Napkins 250g,Household,GreenHarvest,85.5,136.64,SUP0086,5,272,73,2024-12-23
PRD06405,Apple 200g,Fruits & Vegetables,QuickBite,413.41,505.62,SUP0976,4,216,78,2024-10-11
PRD06406,Frozen Burger Patty 750ml,Frozen Foods,GoldenHarvest,61.05,87.84,SUP0145,25,224,92,2025-12-03
PRD06407,Milk Shake 100g,Beverages,SuperFresh,369.72,569.96,SUP0183,2,246,99,2021-04-12
PRD06408,Donut 500ml,Bakery,NaturePlus,307.5,432.11,SUP0178,19,97,12,2022-03-09
PRD06409,Carrot 1L,Fruits & Vegetables,PrimeFoods,198.76,260.4,SUP0586,25,170,91,2023-12-16
PRD06410,Hair Oil Box,Personal Care,HappyHome,124.59,164.85,SUP0236,12,196,33,2025-05-04
PRD06411,Cleaning Wipes 200g,Cleaning Supplies,PureHarvest,80.04,95.04,SUP0763,10,137,82,2025-09-21
PRD06412,Spices 750ml,Packaged Foods,HomeEssentials,194.38,234.3,SUP0754,14,240,86,2021-01-25
PRD06413,Bread Box,Bakery,HomeEssentials,344.76,420.87,SUP0353,8,177,69,2024-09-03
PRD06414,Sugar 250ml,Packaged Foods,DailyChoice,338.69,466.87,SUP0491,20,51,73,2022-12-02
PRD06415,Lemonade Box,Beverages,PremiumSelect,45.99,60.94,SUP0250,29,26,12,2024-08-11
PRD06416,Moisturizer 750ml,Personal Care,PureHarvest,198.53,245.35,SUP0939,10,214,25,2024-09-30
PRD06417,Toilet Cleaner Box,Cleaning Supplies,ValuePlus,270.85,328.49,SUP0479,16,94,14,2021-01-29
PRD06418,Cucumber 1kg,Fruits & Vegetables,HappyHome,32.66,48.97,SUP0995,20,285,85,2025-09-27
PRD06419,Instant Noodles 500g,Packaged Foods,GoldenHarvest,444.62,547.01,SUP0811,17,285,56,2024-02-18
PRD06420,Frozen Corn 500ml,Frozen Foods,NaturePlus,378.48,447.7,SUP0711,19,31,85,2021-07-14
